time,jenis komunikasi,log
11:16:14.342,RX,blink: 127
11:16:15.345,RX,blink: 128
11:16:16.347,RX,blink: 129
11:16:17.350,RX,blink: 130
11:16:18.352,RX,blink: 131
11:16:19.355,RX,blink: 132
11:16:20.357,RX,blink: 133
11:16:21.360,RX,blink: 134
11:16:22.362,RX,blink: 135
11:16:23.365,RX,blink: 136
11:16:24.367,RX,blink: 137
11:16:25.370,RX,blink: 138
11:16:26.372,RX,blink: 139
11:16:27.375,RX,blink: 140
11:16:28.377,RX,blink: 141
11:16:29.380,RX,blink: 142
11:16:30.383,RX,blink: 143
11:16:31.385,RX,blink: 144
11:16:32.388,RX,blink: 145
11:16:33.390,RX,blink: 146
11:16:34.393,RX,blink: 147
11:16:35.395,RX,blink: 148
11:16:36.398,RX,blink: 149
11:16:37.400,RX,blink: 150
11:16:38.403,RX,blink: 151
11:16:39.405,RX,blink: 152
11:16:40.408,RX,blink: 153
11:16:41.410,RX,blink: 154
11:16:42.413,RX,blink: 155
11:16:43.415,RX,blink: 156
11:16:44.418,RX,blink: 157
11:16:45.421,RX,blink: 158
11:16:46.423,RX,blink: 159
11:16:47.426,RX,blink: 160
11:16:48.428,RX,blink: 161
11:16:49.431,RX,blink: 162
11:16:50.433,RX,blink: 163
11:16:51.436,RX,blink: 164
11:16:52.438,RX,blink: 165
11:16:53.441,RX,blink: 166
11:16:54.443,RX,blink: 167
11:16:55.446,RX,blink: 168
11:16:56.448,RX,blink: 169
11:16:57.451,RX,blink: 170
11:16:58.453,RX,blink: 171
11:16:59.456,RX,blink: 172
11:17:00.458,RX,blink: 173
11:17:01.461,RX,blink: 174
11:17:02.464,RX,blink: 175
11:17:03.466,RX,blink: 176
11:17:04.469,RX,blink: 177
11:17:05.471,RX,blink: 178
11:17:06.474,RX,blink: 179
11:17:07.476,RX,blink: 180
11:17:08.479,RX,blink: 181
11:17:09.481,RX,blink: 182
11:17:10.484,RX,blink: 183
11:17:11.486,RX,blink: 184
11:17:12.489,RX,blink: 185
11:17:13.491,RX,blink: 186
11:17:14.494,RX,blink: 187
11:17:15.496,RX,blink: 188
11:17:16.499,RX,blink: 189
11:17:17.501,RX,blink: 190
11:17:18.504,RX,blink: 191
11:17:19.506,RX,blink: 192
11:17:20.509,RX,blink: 193
11:17:21.512,RX,blink: 194
11:17:22.514,RX,blink: 195
11:17:23.517,RX,blink: 196
11:17:24.519,RX,blink: 197
11:17:25.522,RX,blink: 198
11:17:26.525,RX,blink: 199
11:17:27.527,RX,blink: 200
11:17:28.529,RX,blink: 201
11:17:29.532,RX,blink: 202
11:17:30.534,RX,blink: 203
11:17:31.537,RX,blink: 204
11:17:32.539,RX,blink: 205
11:17:33.542,RX,blink: 206
11:17:34.544,RX,blink: 207
11:17:35.547,RX,blink: 208
11:17:36.549,RX,blink: 209
11:17:37.552,RX,blink: 210
11:17:38.554,RX,blink: 211
11:17:39.557,RX,blink: 212
11:17:40.559,RX,blink: 213
11:17:41.562,RX,blink: 214
11:17:42.565,RX,blink: 215
11:17:43.567,RX,blink: 216
11:17:44.570,RX,blink: 217
11:17:45.572,RX,blink: 218
11:17:46.575,RX,blink: 219
11:17:47.577,RX,blink: 220
11:17:48.580,RX,blink: 221
11:17:49.582,RX,blink: 222
11:17:50.585,RX,blink: 223
11:17:51.587,RX,blink: 224
11:17:52.590,RX,blink: 225
11:17:53.592,RX,blink: 226
11:17:54.595,RX,blink: 227
11:17:55.597,RX,blink: 228
11:17:56.600,RX,blink: 229
11:17:57.603,RX,blink: 230
11:17:58.605,RX,blink: 231
11:17:59.608,RX,blink: 232
11:18:00.610,RX,blink: 233
11:18:01.613,RX,blink: 234
11:18:02.615,RX,blink: 235
11:18:03.618,RX,blink: 236
11:18:04.620,RX,blink: 237
11:18:05.623,RX,blink: 238
11:18:06.625,RX,blink: 239
11:18:07.628,RX,blink: 240
11:18:08.630,RX,blink: 241
11:18:09.633,RX,blink: 242
11:18:10.635,RX,blink: 243
11:18:11.638,RX,blink: 244
11:18:12.640,RX,blink: 245
11:18:13.643,RX,blink: 246
11:18:14.645,RX,blink: 247
11:18:15.648,RX,blink: 248
11:18:16.651,RX,blink: 249
11:18:17.653,RX,blink: 250
11:18:18.656,RX,blink: 251
11:18:19.658,RX,blink: 252
11:18:20.661,RX,blink: 253
11:18:21.663,RX,blink: 254
11:18:22.666,RX,blink: 255
11:18:23.668,RX,blink: 256
11:18:24.671,RX,blink: 257
11:18:25.673,RX,blink: 258
11:18:26.676,RX,blink: 259
11:18:27.678,RX,blink: 260
11:18:28.681,RX,blink: 261
11:18:29.683,RX,blink: 262
11:18:30.686,RX,blink: 263
11:18:31.688,RX,blink: 264
11:18:32.691,RX,blink: 265
11:18:33.693,RX,blink: 266
11:18:34.696,RX,blink: 267
11:18:35.699,RX,blink: 268
11:18:36.701,RX,blink: 269
11:18:37.704,RX,blink: 270
11:18:38.706,RX,blink: 271
11:18:39.709,RX,blink: 272
11:18:40.711,RX,blink: 273
11:18:41.714,RX,blink: 274
11:18:42.716,RX,blink: 275
11:18:43.719,RX,blink: 276
11:18:44.721,RX,blink: 277
11:18:45.724,RX,blink: 278
11:18:46.726,RX,blink: 279
11:18:47.729,RX,blink: 280
11:18:48.731,RX,blink: 281
11:18:49.734,RX,blink: 282
11:18:50.736,RX,blink: 283
11:18:51.739,RX,blink: 284
11:18:52.742,RX,blink: 285
11:18:53.744,RX,blink: 286
11:18:54.746,RX,blink: 287
11:18:55.749,RX,blink: 288
11:18:56.752,RX,blink: 289
11:18:57.754,RX,blink: 290
11:18:58.757,RX,blink: 291
11:18:59.759,RX,blink: 292
11:19:00.762,RX,blink: 293
11:19:01.764,RX,blink: 294
11:19:02.767,RX,blink: 295
11:19:03.769,RX,blink: 296
11:19:04.772,RX,blink: 297
11:19:05.774,RX,blink: 298
11:19:06.777,RX,blink: 299
11:19:07.779,RX,blink: 300
11:19:08.782,RX,blink: 301
11:19:09.785,RX,blink: 302
11:19:10.787,RX,blink: 303
11:19:11.790,RX,blink: 304
11:19:12.792,RX,blink: 305
11:19:13.795,RX,blink: 306
11:19:14.797,RX,blink: 307
11:19:15.800,RX,blink: 308
11:19:16.802,RX,blink: 309
11:19:17.805,RX,blink: 310
11:19:18.807,RX,blink: 311
11:19:19.810,RX,blink: 312
11:19:20.812,RX,blink: 313
11:19:21.815,RX,blink: 314
11:19:22.817,RX,blink: 315
11:19:23.820,RX,blink: 316
11:19:24.822,RX,blink: 317
11:19:25.825,RX,blink: 318
11:19:26.827,RX,blink: 319
11:19:27.830,RX,blink: 320
11:19:28.833,RX,blink: 321
11:19:29.835,RX,blink: 322
11:19:30.838,RX,blink: 323
11:19:31.840,RX,blink: 324
11:19:32.843,RX,blink: 325
11:19:33.845,RX,blink: 326
11:19:34.848,RX,blink: 327
11:19:35.850,RX,blink: 328
11:19:36.853,RX,blink: 329
11:19:37.855,RX,blink: 330
11:19:38.860,RX,blink: 331
11:19:39.860,RX,blink: 332
11:19:40.863,RX,blink: 333
11:19:41.865,RX,blink: 334
11:19:42.868,RX,blink: 335
11:19:43.871,RX,blink: 336
11:19:44.873,RX,blink: 337
11:19:45.876,RX,blink: 338
11:19:46.878,RX,blink: 339
11:19:47.880,RX,blink: 340
11:19:48.883,RX,blink: 341
11:19:49.886,RX,blink: 342
11:19:50.888,RX,blink: 343
11:19:51.891,RX,blink: 344
11:19:52.893,RX,blink: 345
11:19:53.896,RX,blink: 346
11:19:54.898,RX,blink: 347
11:19:55.901,RX,blink: 348
11:19:56.903,RX,blink: 349
11:19:57.906,RX,blink: 350
11:19:58.908,RX,blink: 351
11:19:59.911,RX,blink: 352
11:20:00.914,RX,blink: 353
11:20:01.916,RX,blink: 354
11:20:02.918,RX,blink: 355
11:20:03.921,RX,blink: 356
11:20:04.923,RX,blink: 357
11:20:05.926,RX,blink: 358
11:20:06.929,RX,blink: 359
11:20:07.931,RX,blink: 360
11:20:08.934,RX,blink: 361
11:20:09.936,RX,blink: 362
11:20:10.939,RX,blink: 363
11:20:11.941,RX,blink: 364
11:20:12.944,RX,blink: 365
11:20:13.946,RX,blink: 366
11:20:14.949,RX,blink: 367
11:20:15.951,RX,blink: 368
11:20:16.954,RX,blink: 369
11:20:17.956,RX,blink: 370
11:20:18.959,RX,blink: 371
11:20:19.961,RX,blink: 372
11:20:20.964,RX,blink: 373
11:20:21.966,RX,blink: 374
11:20:22.969,RX,blink: 375
11:20:23.971,RX,blink: 376
11:20:24.974,RX,blink: 377
11:20:25.977,RX,blink: 378
11:20:26.979,RX,blink: 379
11:20:27.982,RX,blink: 380
11:20:28.984,RX,blink: 381
11:20:29.987,RX,blink: 382
11:20:30.989,RX,blink: 383
11:20:31.992,RX,blink: 384
11:20:32.994,RX,blink: 385
11:20:33.997,RX,blink: 386
11:20:34.999,RX,blink: 387
11:20:36.002,RX,blink: 388
11:20:37.004,RX,blink: 389
11:20:38.007,RX,blink: 390
11:20:39.009,RX,blink: 391
11:20:40.012,RX,blink: 392
11:20:41.014,RX,blink: 393
11:20:42.017,RX,blink: 394
11:20:43.020,RX,blink: 395
11:20:44.022,RX,blink: 396
11:20:45.025,RX,blink: 397
11:20:46.027,RX,blink: 398
11:20:47.030,RX,blink: 399
11:20:48.032,RX,blink: 400
11:20:49.035,RX,blink: 401
11:20:50.037,RX,blink: 402
11:20:51.040,RX,blink: 403
11:20:52.042,RX,blink: 404
11:20:53.045,RX,blink: 405
11:20:54.047,RX,blink: 406
11:20:55.050,RX,blink: 407
11:20:56.053,RX,blink: 408
11:20:57.055,RX,blink: 409
11:20:58.057,RX,blink: 410
11:20:59.060,RX,blink: 411
11:21:00.063,RX,blink: 412
11:21:01.065,RX,blink: 413
11:21:02.068,RX,blink: 414
11:21:03.070,RX,blink: 415
11:21:04.073,RX,blink: 416
11:21:05.075,RX,blink: 417
11:21:06.078,RX,blink: 418
11:21:07.080,RX,blink: 419
11:21:08.083,RX,blink: 420
11:21:09.085,RX,blink: 421
11:21:10.088,RX,blink: 422
11:21:11.090,RX,blink: 423
11:21:12.093,RX,blink: 424
11:21:13.095,RX,blink: 425
11:21:14.098,RX,blink: 426
11:21:15.100,RX,blink: 427
11:21:16.103,RX,blink: 428
11:21:17.105,RX,blink: 429
11:21:18.108,RX,blink: 430
11:21:19.110,RX,blink: 431
11:21:20.113,RX,blink: 432
11:21:21.116,RX,blink: 433
11:21:22.118,RX,blink: 434
11:21:23.121,RX,blink: 435
11:21:24.123,RX,blink: 436
11:21:25.126,RX,blink: 437
11:21:26.128,RX,blink: 438
11:21:27.131,RX,blink: 439
11:21:28.133,RX,blink: 440
11:21:29.136,RX,blink: 441
11:21:30.138,RX,blink: 442
11:21:31.141,RX,blink: 443
11:21:32.143,RX,blink: 444
11:21:33.146,RX,blink: 445
11:21:34.148,RX,blink: 446
11:21:35.151,RX,blink: 447
11:21:36.153,RX,blink: 448
11:21:37.156,RX,blink: 449
11:21:38.159,RX,blink: 450
11:21:39.161,RX,blink: 451
11:21:40.164,RX,blink: 452
11:21:41.166,RX,blink: 453
11:21:42.169,RX,blink: 454
11:21:43.171,RX,blink: 455
11:21:44.174,RX,blink: 456
11:21:45.176,RX,blink: 457
11:21:46.179,RX,blink: 458
11:21:47.181,RX,blink: 459
